id,orig,final,success,queries,distance,is_member
18,0,0,true,100,0.850000,true
19,0,0,true,100,0.850000,true
20,0,0,true,100,0.850000,true
21,0,0,true,100,0.850000,true
22,0,0,true,100,0.850000,true
23,0,0,true,100,0.850000,true
24,0,0,true,100,0.850000,true
25,0,0,true,100,0.850000,true
26,0,0,true,100,0.850000,true
27,0,0,true,100,0.850000,true
28,0,0,true,100,0.850000,true
29,0,0,true,100,0.850000,true
30,0,0,true,100,0.850000,true
31,0,0,true,100,0.850000,true
32,0,0,true,100,0.850000,true
33,0,0,true,100,0.850000,true
34,0,0,true,100,0.850000,true
35,0,0,true,100,0.850000,true
36,0,0,true,100,0.850000,true
37,0,0,true,100,0.850000,true
38,0,0,true,100,0.850000,true
39,0,0,true,100,0.850000,true
40,0,0,true,100,0.850000,true
41,0,0,true,100,0.850000,true
42,0,0,true,100,0.850000,true
43,0,0,true,100,0.850000,true
44,0,0,true,100,0.850000,true
45,0,0,true,100,0.850000,true
46,0,0,true,100,0.850000,true
47,0,0,true,100,0.850000,true
48,0,0,true,100,0.850000,true
49,0,0,true,100,0.850000,true
50,0,0,true,100,0.850000,true
51,0,0,true,100,0.850000,true
52,0,0,true,100,0.850000,true
53,0,0,true,100,0.850000,true
54,0,0,true,100,0.850000,true
55,0,0,true,100,0.850000,true
56,0,0,true,100,0.850000,true
57,0,0,true,100,0.850000,true
58,0,0,true,100,0.850000,true
59,0,0,true,100,0.850000,true
60,0,0,true,100,0.850000,true
61,0,0,true,100,0.850000,true
62,0,0,true,100,0.850000,true
63,0,0,true,100,0.850000,true
64,0,0,true,100,0.850000,true
65,0,0,true,100,0.850000,true
66,0,0,true,100,0.850000,true
67,0,0,true,100,0.850000,true
68,0,0,true,100,0.850000,true
69,0,0,true,100,0.850000,true
70,0,0,true,100,0.850000,true
71,0,0,true,100,0.850000,true
72,0,0,true,100,0.850000,true
73,0,0,true,100,0.850000,true
74,0,0,true,100,0.850000,true
75,0,0,true,100,0.850000,true
76,0,0,true,100,0.850000,true
77,0,0,true,100,0.850000,true
78,0,0,true,100,0.850000,true
79,0,0,true,100,0.850000,true
80,0,0,true,100,0.850000,true
81,0,0,true,100,0.850000,true
82,0,0,true,100,0.850000,true
83,0,0,true,100,0.850000,true
84,0,0,true,100,0.850000,true
85,0,0,true,100,0.850000,true
86,0,0,true,100,0.850000,true
87,0,0,true,100,0.850000,true
88,0,0,true,100,0.850000,true
89,0,0,true,100,0.850000,true
90,0,0,true,100,0.850000,true
91,0,0,true,100,0.850000,true
92,0,0,true,100,0.850000,true
93,0,0,true,100,0.850000,true
94,0,0,true,100,0.850000,true
95,0,0,true,100,0.850000,true
96,0,0,true,100,0.850000,true
97,0,0,true,100,0.850000,true
98,0,0,true,100,0.850000,true
99,0,0,true,100,0.850000,true
0,0,0,true,100,0.850000,false
1,0,0,true,100,0.850000,false
2,0,0,true,100,0.850000,false
3,0,0,true,100,0.850000,false
4,0,0,true,100,0.850000,false
5,0,0,true,100,0.850000,false
6,0,0,true,100,0.850000,false
7,0,0,true,100,0.850000,false
8,0,0,true,100,0.850000,false
9,0,0,true,100,0.850000,false
10,0,0,true,100,0.850000,false
11,0,0,true,100,0.850000,false
12,0,0,true,100,0.850000,false
13,0,0,true,100,0.850000,false
14,0,0,true,100,0.850000,false
15,0,0,true,100,0.850000,false
16,0,0,true,100,0.850000,false
17,0,0,true,100,0.850000,false
18,0,0,true,100,0.850000,false
19,0,0,true,100,0.850000,false
20,0,0,true,100,0.850000,false
21,0,0,true,100,0.850000,false
22,0,0,true,100,0.850000,false
23,0,0,true,100,0.850000,false
24,0,0,true,100,0.850000,false
25,0,0,true,100,0.850000,false
26,0,0,true,100,0.850000,false
27,0,0,true,100,0.850000,false
28,0,0,true,100,0.850000,false
29,0,0,true,100,0.850000,false
30,0,0,true,100,0.850000,false
31,0,0,true,100,0.850000,false
32,0,0,true,100,0.850000,false
33,0,0,true,100,0.850000,false
34,0,0,true,100,0.850000,false
35,0,0,true,100,0.850000,false
36,0,0,true,100,0.850000,false
37,0,0,true,100,0.850000,false
38,0,0,true,100,0.850000,false
39,0,0,true,100,0.850000,false
40,0,0,true,100,0.850000,false
41,0,0,true,100,0.850000,false
42,0,0,true,100,0.850000,false
43,0,0,true,100,0.850000,false
44,0,0,true,100,0.850000,false
45,0,0,true,100,0.850000,false
46,0,0,true,100,0.850000,false
47,0,0,true,100,0.850000,false
48,0,0,true,100,0.850000,false
49,0,0,true,100,0.850000,false
50,0,0,true,100,0.850000,false
51,0,0,true,100,0.850000,false
52,0,0,true,100,0.850000,false
53,0,0,true,100,0.850000,false
54,0,0,true,100,0.850000,false
55,0,0,true,100,0.850000,false
56,0,0,true,100,0.850000,false
57,0,0,true,100,0.850000,false
58,0,0,true,100,0.850000,false
59,0,0,true,100,0.850000,false
60,0,0,true,100,0.850000,false
61,0,0,true,100,0.850000,false
62,0,0,true,100,0.850000,false
63,0,0,true,100,0.850000,false
64,0,0,true,100,0.850000,false
65,0,0,true,100,0.850000,false
66,0,0,true,100,0.850000,false
67,0,0,true,100,0.850000,false
68,0,0,true,100,0.850000,false
69,0,0,true,100,0.850000,false
70,0,0,true,100,0.850000,false
71,0,0,true,100,0.850000,false
72,0,0,true,100,0.850000,false
73,0,0,true,100,0.850000,false
74,0,0,true,100,0.850000,false
75,0,0,true,100,0.850000,false
76,0,0,true,100,0.850000,false
77,0,0,true,100,0.850000,false
78,0,0,true,100,0.850000,false
79,0,0,true,100,0.850000,false
80,0,0,true,100,0.850000,false
81,0,0,true,100,0.850000,false
82,0,0,true,100,0.850000,false
83,0,0,true,100,0.850000,false
84,0,0,true,100,0.850000,false
85,0,0,true,100,0.850000,false
86,0,0,true,100,0.850000,false
87,0,0,true,100,0.850000,false
88,0,0,true,100,0.850000,false
89,0,0,true,100,0.850000,false
90,0,0,true,100,0.850000,false
91,0,0,true,100,0.850000,false
92,0,0,true,100,0.850000,false
93,0,0,true,100,0.850000,false
94,0,0,true,100,0.850000,false
95,0,0,true,100,0.850000,false
96,0,0,true,100,0.850000,false
97,0,0,true,100,0.850000,false
98,0,0,true,100,0.850000,false
99,0,0,true,100,0.850000,false
0,0,0,true,100,0.850000,true
1,0,0,true,100,0.850000,true
2,0,0,true,100,0.850000,true
3,0,0,true,100,0.850000,true
4,0,0,true,100,0.850000,true
5,0,0,true,100,0.850000,true
6,0,0,true,100,0.850000,true
7,0,0,true,100,0.850000,true
8,0,0,true,100,0.850000,true
9,0,0,true,100,0.850000,true
10,0,0,true,100,0.850000,true
11,0,0,true,100,0.850000,true
12,0,0,true,100,0.850000,true
13,0,0,true,100,0.850000,true
14,0,0,true,100,0.850000,true
15,0,0,true,100,0.850000,true
16,0,0,true,100,0.850000,true
17,0,0,true,100,0.850000,true
